,highest_education,employment_status,repayment_status,repayment_method_convenience,effectiveness_repayment_method,collection_strategy_effectiveness,interaction_quality_on_repayment,overall_experience_with_loan_process,gender_female,gender_male,marital_status_divorced,marital_status_married,marital_status_single,marital_status_widowed,region_0,region_1,school_0,school_1,school_2,school_3,loan_purpose_0,loan_purpose_1,loan_purpose_2,repayment_info_source_0,repayment_info_source_1,repayment_info_source_2,repayment_info_source_3,repayment_method_0,repayment_method_1,repayment_method_2,over_under_milion_0,over_under_milion_1,discipline_0,discipline_1,discipline_2
10,0,0,0,1,1,2,1,1,0.01575615931631684,0.9316656404999721,1.0,0.9526603594211122,0.021502454785907166,0.006369516054627893,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,4456 Heather Divide Suite 236,Suite 369
11,0,1,2,0,1,2,1,1,0.0,0.9339496942916911,0.02129655307632163,0.9616392985383757,0.9323628557825179,0.00153999892322541,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,7260 Gordon Summit,Suite 879
12,3,2,1,1,2,0,0,1,1.0,1.0,0.009852517781057264,0.0,0.0,0.013536230407108295,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,1,1,1,0,372 Joshua Light Apt. 118,Apt. 156
13,0,0,2,0,2,2,3,1,1.0,0.9190999426204401,0.8517289562268817,0.06081030205834253,0.8625274349670322,0.0036980789198539283,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,17323 Wendy Plaza,Suite 874
14,3,0,0,0,1,0,3,2,0.007863913138298153,0.9611636287279749,0.016895599905272552,0.9387188241306292,1.0,0.008370672631657401,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,16187 Erica Place Apt. 714,Suite 990
15,0,0,2,3,0,0,1,1,1.0,0.03641896762985481,1.0,0.0009692457095756672,0.0,0.010005692865969334,1,1,0,0,0,1,1,1,1,0,1,0,1,0,1,0,1,0,0,66964 Laura Way Suite 291,Apt. 337
16,2,0,0,2,4,2,3,4,0.9569183052991057,0.0,0.013527593483460542,0.0,0.0,0.007715708297889335,0,1,0,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,926 Larry Harbors,Apt. 935
17,3,2,2,2,0,0,2,1,0.8920783159343479,0.0,0.013636007130905485,0.9885151056311121,0.0,0.00868214031758296,1,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,149 Judith Prairie Apt. 535,Suite 045
18,0,0,0,2,1,2,2,4,0.9704281935006497,0.0,0.9758666247312987,0.9152203217614358,0.0,0.014287015487695514,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,106 Johnson Mountain,Apt. 804
19,0,0,1,2,4,2,1,1,0.9924261727321402,0.0,1.0,0.0,0.0,0.008068514800350559,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,1,0,251 Elizabeth Streets Suite 162,Suite 413
20,0,0,0,0,4,2,2,1,1.0,0.0,1.0,0.0,0.0,1.0,0,1,0,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0,0,122 Johnson Branch Apt. 222,Apt. 343
21,3,0,2,0,1,2,1,1,0.0,0.0,1.0,1.0,0.9639431589193074,0.014794606818891306,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,2778 Bradshaw Turnpike Apt. 952,Apt. 510
22,0,0,0,0,2,2,2,2,0.0,1.0,0.00329125300608358,0.0,0.9656748567514385,0.0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,72258 Stout Green Apt. 292,Apt. 330
23,0,0,2,1,0,1,1,1,0.004801899890084559,0.9518274842292577,0.0075962480231596555,0.0,0.0,0.015534846502023683,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0,6989 Malone Mountain Suite 923,Apt. 642
24,3,0,1,0,2,2,1,0,0.014100757233697879,0.9405851192336934,1.0,0.9262527153198334,0.8973036747113893,0.004125172882479313,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,252 Hess Court,Suite 141
25,0,0,1,1,4,0,1,4,0.9457900336917336,0.0,0.012503978107577777,0.9139189353453187,0.8833405772993311,0.020768299753001,0,1,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1,1,1,26776 Eaton Radial,Apt. 297
26,2,2,1,0,1,4,2,1,0.9109576378509338,0.0,0.009585920884555633,0.0,0.0,0.014899954910208839,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,6976 Chaney Track Apt. 886,Apt. 320
27,2,0,1,2,1,0,1,1,0.0,0.0,0.020296825530454036,0.0,0.0,0.012775103110401184,0,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,46919 Matthews Landing,Apt. 343
28,0,0,1,2,1,0,0,2,0.047778429575426724,0.0,0.015518509617148235,0.9579501445841743,0.9800370608752705,0.013731826782505785,1,1,0,1,1,0,0,1,0,0,0,1,1,0,1,1,1,0,1,6153 Christy Squares Apt. 073,Suite 681
29,3,1,0,0,1,0,1,1,0.0,0.0011767338981439265,0.01134226690705849,1.0,0.0,0.012406070002806087,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,88334 Matthew Vista Suite 549,Suite 779
30,0,0,0,1,1,0,1,4,0.0,0.9798401853463843,0.016457245472983443,0.9629249189114744,0.0,0.020126996502299432,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0013 Anderson Loaf,Apt. 955
31,0,2,2,1,4,0,1,4,0.9819595624312929,0.0,1.0,0.0,0.9229752225477985,0.014742020055355298,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,602 Johnston Common,Suite 801
32,2,0,0,1,1,2,2,1,0.0012594528404032608,0.9415046207666287,1.0,0.06304092132773237,0.0,0.0,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,9601 Ian Spurs,Apt. 534
33,2,2,2,3,0,0,2,1,1.0,0.0,0.01301152314766185,0.9227024491599978,0.0005264485216083233,0.007858110512027673,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,115 Jennifer Cliffs Apt. 392,Suite 645
34,0,0,0,2,1,0,2,4,0.8963594410536813,1.0,1.0,0.0,0.9743704714430579,0.013608945000494676,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,1,0,0,442 Cory Corner,Apt. 940
35,2,0,2,1,1,2,2,4,1.0,0.9537006694164563,0.693753020293626,0.0,0.0,0.008101016659670333,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,918 Bass Ford Suite 126,Suite 599
36,0,0,0,1,1,2,2,1,0.0,0.0,0.0,0.0,0.8847041196610002,0.01818359708143864,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0,0,0,1,0,05140 William Parkway,Suite 155
37,0,0,2,1,0,0,1,4,0.9397992347361925,0.0,0.018647523886034547,1.0,0.006296817561859996,0.017446086037783384,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,6310 Reyes Point Suite 312,Suite 446
38,0,2,0,2,4,2,1,4,0.9116541994748176,0.9710545392613059,0.01682590227312419,0.0,0.0,0.0028990718972959663,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,50768 Johnson Via,Suite 966
39,0,0,0,1,4,0,3,4,1.0,0.0,1.0,0.924829392350605,0.0,0.014101146060995178,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,0,9811 Lisa Common,Apt. 725
40,0,0,0,1,1,0,2,4,0.9950895414845511,0.0,0.9186436285418778,0.0,0.0,0.008268996112913696,1,1,0,0,1,1,0,0,0,0,1,1,1,0,1,1,1,0,0,27577 Bianca Avenue Apt. 251,Apt. 218
41,0,0,1,0,2,4,3,4,0.034961761013608886,0.9636280666687487,0.9542850452277023,0.9416498871859444,0.0,0.015516409942158601,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,6563 Romero Shores Apt. 913,Suite 521
42,0,0,2,0,1,4,1,1,1.0,0.040221786840477385,0.01919098264513864,0.9804735146091391,0.0,0.0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,0,0,98165 Jeffery Points Suite 673,Apt. 927
43,3,0,1,0,1,2,1,0,0.01792274858972782,0.9572051091671415,1.0,0.9531999637078697,0.0,0.013055935486665018,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,859 Hunter Point Apt. 053,Apt. 050
44,0,0,0,0,0,0,3,1,0.035333520047575354,0.0,0.9968070046387584,0.9071864409868422,0.9220870388310614,0.006387021128232037,1,0,1,0,1,1,0,1,0,0,0,1,1,0,1,0,1,1,0,66309 Martinez Key,Suite 596
45,0,0,1,2,1,0,1,1,0.9629382988911454,0.9360170555473534,1.0,0.0,0.9307379742494524,0.01420478714292823,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,6653 Caleb Landing,Apt. 961
46,0,2,1,2,4,4,3,2,0.06641766954536948,0.0,0.0036901210193056025,0.0,0.9210841465570153,0.00969143859096056,1,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,1,3990 Morris Station,Suite 227
47,3,2,2,2,0,2,2,4,0.03369437223719396,0.9599147151425884,0.004358906255427369,0.9305614308445069,0.0,0.005080342646627881,0,1,0,1,1,1,0,1,1,0,0,1,0,0,1,0,1,1,0,6478 Evans Via Apt. 300,Apt. 856
48,0,0,0,1,2,4,2,1,0.008465617516498025,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,4684 Alexander Street,Suite 186
49,0,0,2,0,1,4,2,4,0.0,0.9420642813276449,0.7403855290868289,0.9507774572667231,0.9377033370557634,0.004652201656242988,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,78690 Brian Bypass Apt. 324,Apt. 676
50,3,0,2,0,2,0,2,2,0.9647328038532687,0.0,1.0,0.9059813365876345,0.0,0.014355726550270682,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,2129 Reid Harbor Suite 784,Suite 113
51,2,0,2,2,4,0,1,1,0.9602791856053727,0.0,0.01584239798852834,0.9456992025386775,0.9361881878951217,0.00455202789240796,0,1,0,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,0,4264 Randolph Vista Suite 962,Apt. 018
52,0,0,2,0,4,1,1,2,0.0,0.9902589769996148,1.0,0.0,1.0,5.4701686906401026e-05,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,1,1,0,080 Ramirez Streets Apt. 442,Suite 807
53,0,0,0,1,1,0,3,1,1.0,0.9301367155585492,0.0,0.9656411123084054,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,0,10540 Chad Walk Suite 432,Suite 203
54,3,2,0,3,1,2,2,4,1.0,0.06068725143010773,0.012527388514960783,0.9133158987322669,0.02699892239448567,0.016705957961299783,1,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,096 Michelle Forge,Suite 506
55,0,2,0,1,1,0,1,1,1.0,0.9476392785914246,0.018898186707310312,0.9140479184993859,0.033698216124333984,0.0163095769321912,1,0,0,0,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,3606 Becker Parkway Apt. 399,Apt. 308
56,3,2,0,3,1,0,1,4,1.0,0.9430027957910564,0.016425213374537194,0.974726113750092,0.0,0.011573161745255238,0,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,993 Joseph Glen Suite 456,Apt. 533
57,2,0,2,1,2,0,1,4,0.0,0.9507315657474795,0.011963761875476254,0.9309969056164987,0.0,0.009956939361562436,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,3531 Ross Way Suite 458,Suite 175
58,3,0,1,0,2,0,2,1,0.9451597243450096,0.03542085906420768,0.013802118328122713,0.9056506953446194,0.9337905517580679,0.01822303572323617,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,014 Amy Manors Apt. 266,Suite 913
59,0,0,2,0,1,4,2,1,0.0,0.0,0.015953562318992316,0.9162161724688321,0.0,0.018200805968167186,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,029 Sandra Heights Suite 901,Suite 696
60,3,1,0,2,1,1,3,4,1.0,0.9591089070929049,0.9834818306100945,0.9067628246560555,0.0,0.008501037782554375,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,71764 Jerry Heights,Suite 886
61,0,2,2,1,4,0,1,1,0.04558349237933963,0.0,1.0,0.9312102412989645,0.9836902600307442,0.009826526277040669,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,1,1,1,5464 Michael Underpass Suite 941,Apt. 434
62,0,0,0,0,0,0,1,0,0.9991450454233363,0.0,1.0,0.0,0.8819345560182945,1.0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,109 Lawson Village,Suite 310
63,2,0,0,2,0,2,1,1,1.0,0.0,1.0,0.92319429028079,0.0,0.014212699768155541,1,1,0,0,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,7898 Tracy Islands Apt. 105,Suite 899
64,0,0,2,1,2,0,2,1,0.0002248344693944276,0.9541368227492982,0.0,0.9313950611764625,0.0,0.015263130099597677,0,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1,0,1,0,81949 Robert Trail Apt. 751,Suite 560
65,3,0,2,0,4,2,2,4,0.013183718053591248,0.0,1.0,0.9179406391315201,0.9091978591812951,0.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,295 Patricia Squares Suite 681,Suite 741
66,3,1,0,0,0,2,2,2,0.989835639875598,0.9688681043843451,1.0,0.0,0.9609897520845844,0.008974913174411334,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,4413 Hall Crest Apt. 036,Suite 460
67,0,0,0,0,1,4,0,1,0.0,0.0,0.015795956683008882,0.0,0.0,0.00321381874395655,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,3395 Ramsey Springs,Apt. 848
68,0,0,0,1,1,0,1,0,0.02970657605570956,0.0,1.0,0.0,0.0,0.0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,27744 Sandoval Rapid,Apt. 704
69,0,0,0,2,0,0,1,1,1.0,0.9924750218408128,0.015331648372366351,0.0,0.0,0.0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,4874 Malone Burg Suite 366,Apt. 175
70,3,0,2,0,0,0,0,2,0.9953248887705161,0.9766854065562859,1.0,0.9282332235545562,0.922217580264282,0.012524305800348285,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,2952 West Mills,Apt. 348
71,3,0,2,3,1,0,3,2,0.04854530638651614,0.0,0.00315656081012479,0.9165225930394509,0.9607176964644949,0.016225555726771146,1,1,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,1,0,7389 Fuentes Road,Suite 911
72,0,3,0,3,0,0,1,4,0.008223339831356891,0.0,0.015111684813062935,0.9666792652274975,0.0,0.017962769018290987,1,1,0,1,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,514 Bryant Garden,Suite 635
73,2,0,0,1,0,0,0,1,0.0,0.9676416194723558,1.0,0.9284299212497973,0.0,0.01963153738616736,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,4084 James Shoals,Apt. 049
74,0,0,2,3,0,4,1,1,0.034826711592286945,0.9747752353206386,0.0,0.0,0.0,0.016050660953867094,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,3532 Cervantes Harbors,Suite 918
75,3,2,2,1,4,0,3,1,1.0,0.0,0.020194822553201902,0.0,0.0,0.004470501739472557,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,91067 Jonathan Hill Apt. 381,Apt. 152
76,3,0,2,3,0,0,1,2,0.9605966196225858,0.0,0.02117713062465261,0.9780291982598555,0.0,0.0178891916196583,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,63267 Good Loop,Apt. 917
77,0,0,2,0,0,4,1,1,0.0,0.0,0.015849341489703316,0.0,0.0,0.0027025993023915007,1,0,0,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1,1,3067 Clark Bypass,Apt. 013
78,0,0,1,3,4,4,2,4,1.0,1.0,0.019345083133720888,0.0,0.0,0.011229074154516006,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,05636 Elizabeth Stravenue,Apt. 921
79,3,1,2,1,4,2,1,4,1.0,0.9218588093703026,0.00858113220337598,0.9331601862745462,0.0,0.01695197621741792,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,2209 Lewis Wells Suite 295,Suite 072
80,3,3,2,2,2,4,1,1,1.0,0.989772861910577,0.01915521010355834,0.9934136449883673,1.0,0.007747999106174566,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,1,1,97007 Brewer Rue Apt. 558,Apt. 916
81,3,2,1,1,1,0,1,4,0.0035748257967360172,0.9768493814214766,1.0,0.0,0.0,0.0,1,1,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,630 Dominguez Glen Apt. 236,Apt. 134
82,0,2,2,2,1,0,3,1,1.0,0.0,1.0,1.0,0.85736068492993,0.012892922529292179,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,64858 Scott Islands Suite 025,Suite 373
83,3,0,2,0,1,4,2,1,1.0,0.9465978199465805,1.0,0.0,0.9758826634248297,0.01401024101471281,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,232 Jenna Fall Suite 837,Apt. 815
84,3,2,2,0,2,2,0,1,0.02019237944125717,0.0,0.0,0.9425957916374368,0.8861200159367258,0.013054666318748812,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,084 Smith Fork Apt. 793,Suite 399
85,0,0,0,1,4,2,2,4,1.0,0.0,0.010867102354909002,0.0,0.020741386253469878,0.021656366735000345,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1,0,0,2582 Michael Coves Apt. 762,Apt. 497
86,3,3,2,1,4,4,1,4,1.0,1.0,1.0,0.915775388525451,0.9168147153321291,0.0,1,1,0,0,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0,78661 Hamilton Spurs,Apt. 207
87,0,0,2,3,2,2,1,1,0.9670018979781873,0.0,0.014962054943405106,0.007992788060408075,0.9352342740472319,0.011127792551606432,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,17443 Laura Spurs Suite 777,Suite 811
88,0,0,0,3,4,2,1,1,0.006647389438044313,0.9973114151109885,0.02007430104275486,0.9038240691151873,1.0,0.01592199136551883,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,6694 Francis Stream,Apt. 395
89,0,2,1,1,1,2,1,0,0.8827180317834405,0.0,0.019089301491727585,1.0,0.9398116435859357,0.012187594264409556,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,5062 Michael Freeway Suite 753,Apt. 411
90,3,0,0,3,4,4,3,4,0.0,0.9432304132173231,0.020027633549724456,0.9767446322933618,1.0,0.0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,662 Welch Lock,Suite 479
91,3,0,2,1,1,4,3,1,1.0,0.0,1.0,0.0,0.0,0.003638135060339165,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,27583 Cole Hills,Apt. 260
92,0,0,0,0,0,0,1,1,1.0,0.0,1.0,0.0,6.44876656040698e-05,0.008149614916367077,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,2076 Wendy Mall Apt. 392,Apt. 385
93,2,0,0,1,4,2,1,3,0.9397440765673267,0.9425686480068692,0.022165846330222158,0.0,0.002436068043834657,0.015300119118540028,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,8831 Reed Street Apt. 722,Apt. 608
94,3,0,2,0,4,4,0,2,1.0,0.9312593289629152,0.7682478493467515,0.9367625624036866,0.0,0.021192407880058012,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,423 Tracy Oval,Apt. 416
95,0,2,0,3,4,2,3,1,0.0,0.974291437175293,0.0038059700119090554,0.9716826038011102,0.0,0.00925385825362728,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,0,1,0,1,59368 Kirby Cape Suite 559,Apt. 796
96,0,0,2,0,0,0,1,2,0.0,0.00780452877395591,1.0,0.9094524495900794,0.005478282086559247,0.020329661298786054,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,2739 Leah Stravenue,Suite 400
97,2,0,0,0,0,4,1,2,0.0,0.020536835232489885,0.007445885700655976,0.931746351350051,0.0,0.00849096671335683,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,728 Daniel Greens Suite 862,Suite 346
98,0,0,2,3,1,2,2,1,0.9890421195034562,0.9253804924497099,0.00892817974701787,0.0,0.0,0.005513874023520477,1,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,083 Kristin Motorway Apt. 835,Suite 899
99,0,0,0,0,1,0,1,1,0.05340130211147336,0.0,0.020170893736188102,1.0,0.9436891506827219,0.01456739428309189,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,440 Kelly Station Suite 676,Suite 556
100,0,0,0,1,0,0,1,2,0.0,1.0,1.0,1.0,0.8828211873974728,0.01785221547840619,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,5009 Lang Inlet,Apt. 486
101,0,1,2,2,4,0,2,1,1.0,0.0,0.01877884622963855,0.0,0.0,0.008184104232547744,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,6252 Cardenas Mount Suite 636,Suite 358
102,0,1,1,3,1,4,3,1,0.9379102639056228,0.9673159359296474,0.8487891261498925,0.0,0.0,0.008530376738064933,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,107 Harper Shores,Suite 789
103,2,0,0,2,0,2,2,1,0.026484693692732028,0.9752126644128848,1.0,0.0,0.9435254153398315,0.009277558927092954,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,06873 Campos Stravenue Suite 687,Suite 688
104,3,0,1,2,1,4,1,0,1.0,1.0,0.015212371652248013,0.0,0.018211494185595794,0.004336991212733643,1,1,0,0,0,1,1,1,0,0,1,1,0,0,1,1,0,1,0,983 Benjamin Pines,Apt. 729
105,0,0,2,1,1,1,3,1,0.9105371257549422,0.0,1.0,1.0,0.8595961960929629,0.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1869 Randy Greens Suite 089,Suite 350
106,3,2,0,2,1,2,2,1,0.8779340843867376,0.0,0.018201981548615683,0.9138626852557458,0.0,0.0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,1,0,1,0,8556 Monica View,Suite 226
107,3,0,2,0,4,2,1,1,1.0,0.0,0.009867924338430421,0.9411151593278959,0.9209355670580797,0.009818089243649557,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,6706 Knight Circles,Apt. 753
108,2,1,2,2,1,0,1,2,0.9561678252351316,0.9623335494859053,1.0,1.0,0.9158662177398963,0.01532672871914623,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,1,0,034 Crawford Street,Apt. 362
109,2,0,2,1,1,0,1,4,1.0,0.03068192016712389,0.0,0.9528984712367277,0.0,0.0,1,1,0,1,1,1,0,1,0,0,1,0,1,0,1,1,1,0,0,6703 Osborne Prairie Apt. 432,Suite 709
110,0,0,0,0,4,2,1,1,0.035261679703488834,1.0,1.0,0.0,0.9729129401199397,0.0055614299027347425,1,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,0,1,0,566 Kennedy Turnpike,Suite 745
111,3,0,1,2,0,2,3,1,1.0,0.9853448155624218,1.0,0.9770393898028662,0.017564570186703706,0.0005761971270497895,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,545 Kelly Turnpike Suite 445,Apt. 862
112,3,0,0,2,4,0,1,2,0.9922431361130097,0.9400991289770274,1.0,0.9352933041219029,0.015292078874465482,0.017547942844190496,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,8492 John Cliffs Apt. 457,Suite 098
113,0,0,0,2,1,2,3,4,0.0,0.0008688545474766283,1.0,0.919615650410598,0.018500198897659276,0.001174390834093026,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,47669 Bailey Valleys,Suite 878
